,,Labor force status,Total,Employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unemployed,,,,,,,,,Not In Labor Force,,,,,,,,,,,,
2015,,,"91,000","76,814","36,789","4,152","1,170","1,164",418,"6,127","7,009","16,749","30,167","3,645","1,047",799,"1,491","4,381","6,289","12,515","6,428",606,"1,072",553,"1,010",695,820,"1,672","3,430",28,77,5,119,14,"1,464","1,723","2,195","1,207","1,207",765,765,163,163,60,60,"11,991","6,661","6,661","4,185","4,185",727,727,418,418
,Computer and mathematical sciences,,"7,419","6,455","3,389","1,769",12,3,11,101,509,984,"2,632","1,705",12,10,26,93,350,436,434,329,4,5,8,11,25,52,-,-,-,-,-,-,-,-,182,112,112,63,63,7,7,-,-,782,456,456,287,287,39,39,-,-
,"Biological, agricultural and environmental life sciences",,"7,914","6,552","3,690",114,786,280,19,83,934,"1,474","1,578",81,629,81,16,21,405,345,"1,284",47,832,23,12,13,190,167,-,-,-,-,-,-,-,-,234,137,137,55,55,42,42,-,-,"1,128",763,763,252,252,113,113,-,-
,Physical and related sciences,,"4,413","3,707","1,884",111,123,728,12,140,329,441,"1,031",61,83,501,4,101,148,133,792,53,76,441,1,59,83,79,-,-,-,-,-,-,-,-,134,84,84,27,27,23,23,-,-,572,327,327,146,146,99,99,-,-
,Social and related sciences,,"14,434","11,820","6,803",373,49,31,281,53,566,"5,450","3,633",159,24,27,"1,057",38,279,"2,049","1,260",32,20,6,834,2,68,298,124,2,1,-,86,1,9,25,419,281,281,108,108,30,30,-,-,"2,195","1,504","1,504",522,522,153,153,16,16
,Engineering,,"17,771","15,914","9,092",805,50,69,7,"5,293","1,283","1,585","5,747",775,42,75,11,"3,385",713,746,"1,075",105,41,61,4,592,134,138,-,-,-,-,-,-,-,-,367,210,210,126,126,31,31,-,-,"1,490",998,998,426,426,66,66,-,-
,S&E-Related Fields,,"13,108","11,085","4,343",175,70,20,16,285,"2,665","1,112","4,607",177,141,35,89,114,"2,970","1,081",506,17,88,12,30,13,241,105,"1,629",9,73,2,10,2,"1,426",107,239,122,122,82,82,9,9,26,26,"1,784",905,905,649,649,45,45,185,185
,Non-S&E Fields,,"25,941","21,281","7,588",805,80,33,72,172,723,"5,703","10,939",687,116,70,288,629,"1,424","7,725","1,077",23,11,5,121,5,79,833,"1,677",17,3,3,23,11,29,"1,591",620,261,261,304,304,21,21,34,34,"4,040","1,708","1,708","1,903","1,903",212,212,217,217
2013,,,"104,599","87,250","43,374","4,765","1,458","1,368",575,"6,617","8,192","20,399","32,681","3,755","1,227",935,"1,604","4,578","6,784","13,798","7,084",638,"1,239",633,"1,042",744,941,"1,847","4,111",28,101,5,139,15,"1,718","2,105","3,528","2,087","2,087","1,132","1,132",188,188,121,121,"13,821","7,898","7,898","4,650","4,650",785,785,488,488
,Computer and mathematical sciences,,"8,585","7,434","4,097","2,055",13,13,21,134,645,"1,216","2,856","1,808",20,9,24,115,387,493,481,361,8,4,4,11,39,54,-,-,-,-,-,-,-,-,290,187,187,93,93,10,10,-,-,861,513,513,304,304,44,44,-,-
,"Biological, agricultural and environmental life sciences",,"9,333","7,532","4,385",124,"1,007",318,23,92,"1,030","1,791","1,671",82,739,86,12,27,413,312,"1,476",37,969,33,9,14,243,171,-,-,-,-,-,-,-,-,358,223,223,85,85,50,50,-,-,"1,443","1,001","1,001",308,308,134,134,-,-
,Physical and related sciences,,"5,070","4,254","2,164",105,133,869,24,174,341,518,"1,180",56,112,622,6,83,166,135,910,51,87,500,8,69,98,97,-,-,-,-,-,-,-,-,174,108,108,43,43,23,23,-,-,642,379,379,154,154,109,109,-,-
,Social and related sciences,,"17,119","13,712","8,264",410,60,30,383,59,663,"6,659","3,969",157,29,29,"1,141",46,298,"2,269","1,335",32,22,4,871,3,72,331,144,1,1,-,111,-,7,24,738,535,535,174,174,26,26,3,3,"2,669","1,873","1,873",620,620,163,163,13,13
,Engineering,,"19,062","16,974","9,853",891,67,75,12,"5,622","1,368","1,818","6,017",802,55,91,14,"3,571",719,765,"1,104",95,42,69,4,624,144,126,-,-,-,-,-,-,-,-,514,321,321,160,160,33,33,-,-,"1,574","1,067","1,067",440,440,67,67,-,-
,S&E-Related Fields,,"15,325","12,823","5,369",217,76,29,18,326,"3,225","1,478","4,986",179,135,37,90,112,"3,269","1,164",535,30,100,17,21,16,250,101,"1,933",8,96,2,11,2,"1,673",141,438,233,233,152,152,17,17,36,36,"2,064","1,122","1,122",669,669,44,44,229,229
,Non-S&E Fields,,"30,105","24,521","9,242",963,102,34,94,210,920,"6,919","12,002",671,137,61,317,624,"1,532","8,660","1,243",32,11,6,125,7,95,967,"2,034",19,4,3,17,13,38,"1,940","1,016",480,480,425,425,29,29,82,82,"4,568","1,943","1,943","2,155","2,155",224,224,246,246
2010,,,"77,188","62,282","32,029","3,580","1,017","1,239",343,"4,926","5,802","15,122","21,441","2,352",856,814,"1,057","2,762","4,146","9,454","4,569",438,829,451,531,398,589,"1,333","4,243",27,113,6,107,8,"1,827","2,155","3,343","1,986","1,986","1,072","1,072",155,155,130,130,"11,563","6,617","6,617","3,830","3,830",588,588,528,528
,Computer and mathematical sciences,,"6,625","5,538","3,444","1,650",4,8,12,96,574,"1,100","1,791","1,059",15,5,10,85,242,375,303,221,3,1,2,10,27,39,-,-,-,-,-,-,-,-,298,191,191,95,95,12,12,-,-,789,523,523,244,244,22,22,-,-
,"Biological, agricultural and environmental life sciences",,"6,948","5,597","3,329",109,728,229,20,76,765,"1,402","1,258",53,567,77,10,28,277,246,"1,010",36,645,30,4,9,170,116,-,-,-,-,-,-,-,-,279,187,187,50,50,42,42,-,-,"1,072",747,747,243,243,82,82,-,-
,Physical and related sciences,,"4,487","3,667","2,020",99,114,876,12,165,249,505,984,54,56,558,3,60,138,115,663,37,58,378,2,53,69,66,-,-,-,-,-,-,-,-,193,119,119,54,54,20,20,-,-,627,402,402,145,145,80,80,-,-
,Social and related sciences,,"12,779","9,786","6,495",328,48,31,226,45,476,"5,341","2,518",102,29,15,752,20,173,"1,427",666,19,8,1,411,2,34,191,107,-,1,-,78,-,4,24,677,507,507,153,153,16,16,1,1,"2,316","1,684","1,684",535,535,87,87,10,10
,Engineering,,"14,109","11,878","7,902",698,37,60,10,"4,204","1,039","1,854","3,420",414,32,62,5,"1,947",418,542,556,58,23,29,2,305,70,69,-,-,-,-,-,-,-,-,629,433,433,169,169,27,27,-,-,"1,602","1,127","1,127",423,423,52,52,-,-
,S&E-Related Fields,,"11,680","9,426","4,030",235,49,20,9,236,"2,211","1,270","2,999",147,76,28,55,89,"1,796",808,370,34,80,8,19,14,137,78,"2,027",10,109,2,2,-,"1,789",115,387,216,216,116,116,11,11,44,44,"1,867",986,986,570,570,44,44,267,267
,Non-S&E Fields,,"20,560","16,390","4,809",461,37,15,54,104,488,"3,650","8,471",523,81,69,222,533,"1,102","5,941","1,001",33,12,4,91,5,82,774,"2,109",17,3,4,27,8,34,"2,016",880,333,333,435,435,27,27,85,85,"3,290","1,148","1,148","1,670","1,670",221,221,251,251
